0.017548,-0.0038147,0.0354
0.018768,-0.0019836,0.039063
0.021057,-0.00061035,0.037842
0.019073,0.0016785,0.03418
0.018768,0.0027466,0.037842
0.018921,0.0033569,0.036621
0.019379,0.0024414,0.041504
0.020599,0.0027466,0.037842
0.021973,0.0030518,0.039063
0.023956,-0.00045776,0.036621
0.024261,0.0016785,0.042725
0.024567,0.0012207,0.047607
0.024567,0.00045776,0.047607
0.027771,0.0013733,0.053711
0.025787,0.0022888,0.057373
0.025635,0.0041199,0.059814
0.025787,0.0033569,0.065918
0.024872,0.0048828,0.059814
0.023956,0.005188,0.06958
0.02243,0.0048828,3.1775
0.021362,0.0033569,4.8181
0.018768,0.0012207,4.9194
0.020599,-0.0013733,4.9304
0.02121,-0.0030518,4.928
0.021667,-0.004425,4.9353
0.020752,-0.0065613,4.9268
0.019531,-0.0073242,4.9304
0.018463,-0.007782,4.9243
0.018158,-0.0057983,4.9207
0.017853,-0.0071716,4.9255
0.018921,-0.0065613,4.9194
0.020142,-0.0064087,4.9158
0.021362,-0.0050354,4.9121
0.021973,-0.0039673,4.9158
0.022125,-0.0019836,4.9109
0.02182,0.0016785,4.9109
0.023346,0.004425,4.9194
0.024719,0.007019,4.9097
0.026245,0.009613,4.9084
0.029297,0.010986,4.9072
0.026703,0.01297,4.9048
0.025177,0.013428,4.9048
0.023499,0.013428,4.9072
0.024261,0.01236,4.906
0.022278,0.010071,4.9146
0.023041,0.007019,4.9109
0.022278,0.0039673,4.9158
0.024414,-0.00076294,4.9182
0.023193,-0.0036621,4.9231
0.02182,-0.0059509,4.9182
0.020447,-0.0068665,4.9243
0.020447,-0.0065613,4.9268
0.020905,-0.0056458,4.9292
0.021515,-0.0035095,4.9304
0.021973,-0.0016785,4.928
0.021362,0.00045776,4.9316
0.020294,0.0022888,4.939
0.018158,0.0041199,4.9353
0.017853,0.0059509,4.9329
0.019684,0.0076294,4.9316
0.022125,0.0091553,4.9316
0.023651,0.009613,4.9316
0.025177,0.010223,4.928
0.025482,0.010223,4.9207
0.024109,0.010529,4.9243
0.022888,0.010529,4.917
0.023346,0.011292,4.917
0.023499,0.010986,4.9194
0.023956,0.010529,4.9146
0.024109,0.0073242,4.9121
0.023193,0.0048828,4.9133
0.022125,0.0021362,4.9109
0.021362,0.0010681,4.9048
0.021667,-0.0015259,4.9084
0.02243,-0.0018311,4.9109
0.023804,-0.0030518,4.9097
0.024414,-0.0039673,4.9207
0.024567,-0.0042725,4.9072
0.023041,-0.0050354,4.9011
0.020599,-0.0038147,4.9097
0.019531,-0.0038147,4.9109
0.018463,-0.0024414,4.9097
0.018768,-0.0016785,4.9194
0.019226,-0.0015259,4.917
0.019836,-0.0015259,4.9243
0.019836,-0.0015259,4.9231
0.018311,-0.00045776,4.9292
0.019073,0.002594,4.9316
0.019531,0.0027466,4.9292
0.020142,0.0038147,4.9316
0.021515,0.0041199,4.9255
0.021667,0.0038147,4.9292
0.021515,0.002594,4.9329
0.020294,0.0012207,4.9316
0.018616,-0.00076294,4.9341
0.017853,-0.0018311,4.9377
0.017548,-0.002594,4.9426
0.018463,-0.0035095,4.9365
0.019531,-0.0041199,4.9109
0.019989,-0.0054932,4.9207
0.020294,-0.0068665,4.9231
0.019379,-0.007019,4.9133
0.019684,-0.0061035,4.9231
0.019989,-0.0045776,4.9121
0.020447,-0.002594,4.917
0.020905,-0.0012207,4.9109
0.019684,-0.0010681,4.9146
0.020447,-0.0019836,4.9219
0.019684,-0.0024414,4.9084
0.019226,-0.0027466,4.9084
0.020294,-0.0022888,4.9121
0.020752,-0.00091553,4.906
0.021362,-0.00091553,4.906
0.02182,-0.0022888,4.9121
0.020752,-0.0030518,4.9011
0.020142,-0.0042725,4.9121
0.020905,-0.0039673,4.9182
0.020447,-0.0041199,4.9121
0.021362,-0.0035095,4.906
0.022278,-0.0027466,4.9243
0.022583,0,4.9194
0.022583,-0.00045776,4.9219
0.022888,0.00015259,4.9316
0.02182,0.0015259,4.9243
0.021973,0.0021362,4.9304
0.021973,0.0045776,4.9353
0.023346,0.007019,4.9341
0.023193,0.0080872,0.06958
0.024567,0.0088501,0.059814
0.024872,0.0090027,0.062256
0.023956,0.0085449,0.062256
0.023499,0.007782,0.064697
0.022125,0.0067139,0.063477
0.021515,0.0062561,0.061035
0.021515,0.0056458,0.057373
0.020905,0.0045776,0.056152
0.022125,0.0022888,0.057373
0.021515,-0.00045776,0.048828
0.020294,-0.0027466,0.032959
0.019989,-0.0053406,0.041504
0.018921,-0.005188,0.043945
0.018768,-0.0050354,0.037842
0.018768,-0.0038147,0.040283
0.018005,-0.0016785,0.037842
0.018311,-0.00015259,0.042725
0.017853,0.00015259,0.039063
0.017395,-0.00015259,0.040283
0.018311,-0.00030518,0.047607
0.019379,0.00045776,0.0354
0.020752,0.0027466,0.036621
0.024872,0.0039673,0.037842
0.023804,0.0041199,0.039063
0.024719,0.0033569,0.039063
0.02594,0.00045776,0.048828
0.027161,-0.0013733,0.037842
0.026093,-0.0016785,0.05249
0.027313,0.0015259,0.05127
0.026398,0.0038147,0.053711
0.02533,0.0053406,0.048828
0.023499,0.0050354,0.058594
0.020905,0.0027466,0.058594
0.018921,-0.0013733,0.059814
0.017395,-0.0013733,0.062256
0.016479,-0.0024414,0.057373
0.016937,-0.0018311,0.061035
0.018463,-0.0016785,0.074463
0.019226,-0.0021362,0.062256
0.020905,-0.0027466,0.073242
0.021667,-0.0042725,0.062256
0.02243,-0.0053406,0.057373
0.023346,-0.0048828,0.05249
0.024261,-0.0033569,0.05249
0.025787,-0.0012207,0.05127
0.026398,0,0.048828
0.027008,0.00015259,0.046387
0.027466,-0.00015259,0.046387
0.029602,0,0.041504
0.027618,0.0027466,0.041504
0.027008,0.0076294,0.015869
0.026855,0.014954,0.030518
0.027161,0.016327,0.036621
0.026245,0.016022,0.0354
0.025635,0.013733,0.041504
0.024109,0.010681,0.0354
0.022278,0.0079346,0.039063
0.021973,0.0064087,0.043945
0.021057,0.005188,0.037842
0.020599,0.0033569,0.041504
0.020447,0.00045776,0.042725
0.020599,-0.0022888,0.046387
0.020599,-0.0053406,0.046387
0.019684,-0.0083923,0.050049
0.020142,-0.0061035,0.05127
0.019073,-0.0039673,0.057373
0.019684,-0.0016785,0.057373
0.019989,0.00045776,0.059814
0.020905,-0.00015259,0.059814
0.02243,-0.0013733,0.057373
0.024109,-0.0021362,0.041504
0.024414,-0.0010681,0.058594
0.024567,0.002594,0.061035
0.024567,0.0068665,0.059814
0.021973,0.011597,0.065918
